Days,dd/mm/yyyy,CLFR:PROD:10.6.2,CLFR:PROD:11.6.2,CLFR:PROD:215,CLFR:PROD:216,CLFR:PROD:217,CLFR:PROD:218,CLFR:PROD:219,CLFR:PROD:7.6.2,CLFR:PROD:8.6.2,CLFR:PROD:9.6.2,CPI:PROD:10.6.2,CPI:PROD:11.6.2,CPI:PROD:215,CPI:PROD:216,CPI:PROD:217,CPI:PROD:218,CPI:PROD:219,CPI:PROD:7.6.2,CPI:PROD:8.6.2,CPI:PROD:9.6.2,CPR:PROD:10.6.2,CPR:PROD:11.6.2,CPR:PROD:215,CPR:PROD:216,CPR:PROD:217,CPR:PROD:218,CPR:PROD:219,CPR:PROD:7.6.2,CPR:PROD:8.6.2,CPR:PROD:9.6.2,CTFAC:PROD:10.6.2,CTFAC:PROD:11.6.2,CTFAC:PROD:215,CTFAC:PROD:216,CTFAC:PROD:217,CTFAC:PROD:218,CTFAC:PROD:219,CTFAC:PROD:7.6.2,CTFAC:PROD:8.6.2,CTFAC:PROD:9.6.2,FGOR,FGPR,FGPT,FOE,FOPR,FOPT,FWCT,FWPR,FWPT,TIME,WBHP:PROD,WGPR:PROD,WGPT:PROD,WOPR:PROD,WOPT:PROD,WWCT:PROD,WWPR:PROD,WWPT:PROD,YEARS,
300.00,28/10/1990,975.989,1056.32,1072.59,978.538,1916.56,975.989,1056.32,1072.59,978.538,1916.56,1.02152,1.55066,1.93892,1.09458,1.9418,1.02152,1.55066,1.93892,1.09458,1.9418,3212.87,3211.59,3214.5,3214.44,3214.1,3212.87,3211.59,3214.5,3214.44,3214.1,54.9597,54.9597,54.9597,54.9597,109.919,54.9597,54.9597,54.9597,54.9597,109.919,1.37635,1090.43,574379,0.0370549,792.261,418460,0.867957,5207.74,1.38154e+06,300,3210.65,1090.43,574379,792.261,418460,0.867957,5207.74,1.38154e+06,0.821355,
400.00,05/02/1991,977.958,1053.01,1068.6,979.67,1920.76,977.958,1053.01,1068.6,979.67,1920.76,0.830845,1.24003,1.64369,0.906994,1.58509,0.830845,1.24003,1.64369,0.906994,1.58509,3208.68,3207.41,3210.31,3210.25,3209.91,3208.68,3207.41,3210.31,3210.25,3209.91,54.9597,54.9597,54.9597,54.9597,109.919,54.9597,54.9597,54.9597,54.9597,109.919,1.37868,910.067,665385,0.0429001,660.099,484470,0.889983,5339.9,1.91553e+06,400,3206.47,910.067,665385,660.099,484470,0.889983,5339.9,1.91553e+06,1.09514,
500.00,16/05/1991,979.589,1050.2,1064.56,980.078,1925.57,979.589,1050.2,1064.56,980.078,1925.57,0.714539,1.04152,1.44098,0.790543,1.37378,0.714539,1.04152,1.44098,0.790543,1.37378,3206.18,3204.9,3207.8,3207.74,3207.41,3206.18,3204.9,3207.8,3207.74,3207.41,54.9597,54.9597,54.9597,54.9597,109.919,54.9597,54.9597,54.9597,54.9597,109.919,1.3818,792.124,744598,0.0479763,573.256,541796,0.904457,5426.74,2.4582e+06,500,3203.97,792.124,744598,573.256,541796,0.904457,5426.74,2.4582e+06,1.36893,
600.00,24/08/1991,981.382,1048.54,1060.73,980.51,1928.84,981.382,1048.54,1060.73,980.51,1928.84,0.644371,0.899285,1.29178,0.71278,1.24532,0.644371,0.899285,1.29178,0.71278,1.24532,3204.76,3203.49,3206.38,3206.31,3205.99,3204.76,3203.49,3206.38,3206.31,3205.99,54.9597,54.9597,54.9597,54.9597,109.919,54.9597,54.9597,54.9597,54.9597,109.919,1.38368,710.47,815645,0.0525231,513.464,593142,0.914423,5486.54,3.00686e+06,600,3202.55,710.47,815645,513.464,593142,0.914423,5486.54,3.00686e+06,1.64271,
700.00,02/12/1991,982.498,1047.29,1058.3,981.208,1930.7,982.498,1047.29,1058.3,981.208,1930.7,0.588862,0.794916,1.17602,0.660931,1.14056,0.588862,0.794916,1.17602,0.660931,1.14056,3203.62,3202.35,3205.24,3205.18,3204.85,3203.62,3202.35,3205.24,3205.18,3204.85,54.9597,54.9597,54.9597,54.9597,109.919,54.9597,54.9597,54.9597,54.9597,109.919,1.38417,647.349,880380,0.0566644,467.682,639910,0.922053,5532.32,3.56009e+06,700,3201.42,647.349,880380,467.682,639910,0.922053,5532.32,3.56009e+06,1.9165,
800.00,11/03/1992,982.768,1048.8,1056.16,981.205,1931.07,982.768,1048.8,1056.16,981.205,1931.07,0.544033,0.720231,1.08565,0.619525,1.05574,0.544033,0.720231,1.08565,0.619525,1.05574,3202.82,3201.55,3204.43,3204.37,3204.04,3202.82,3201.55,3204.43,3204.37,3204.04,54.9597,54.9597,54.9597,54.9597,109.919,54.9597,54.9597,54.9597,54.9597,109.919,1.38461,597.644,940144,0.0604865,431.632,683073,0.928061,5568.37,4.11693e+06,800,3200.61,597.644,940144,431.632,683073,0.928061,5568.37,4.11693e+06,2.19028,
900.00,19/06/1992,982.469,1050.48,1054.93,981.763,1930.35,982.469,1050.48,1054.93,981.763,1930.35,0.506571,0.65858,1.01403,0.586426,0.987384,0.506571,0.65858,1.01403,0.586426,0.987384,3202.26,3200.99,3203.87,3203.81,3203.48,3202.26,3200.99,3203.87,3203.81,3203.48,54.9597,54.9597,54.9597,54.9597,109.919,54.9597,54.9597,54.9597,54.9597,109.919,1.38504,557.183,995862,0.0640488,402.288,723302,0.932952,5597.71,4.6767e+06,900,3200.06,557.183,995862,402.288,723302,0.932952,5597.71,4.6767e+06,2.46407,
1000.00,27/09/1992,982.418,1051.42,1053.5,982.041,1930.62,982.418,1051.42,1053.5,982.041,1930.62,0.476868,0.608417,0.952081,0.557395,0.934567,0.476868,0.608417,0.952081,0.557395,0.934567,3201.97,3200.71,3203.58,3203.52,3203.19,3201.97,3200.71,3203.58,3203.52,3203.19,54.9597,54.9597,54.9597,54.9597,109.919,54.9597,54.9597,54.9597,54.9597,109.919,1.38589,524.08,1.04827e+06,0.0673973,378.154,761117,0.936974,5621.85,5.23888e+06,1000,3199.78,524.08,1.04827e+06,378.154,761117,0.936974,5621.85,5.23888e+06,2.73785,
1100.00,05/01/1993,982.623,1052.12,1052.12,982.18,1930.96,982.623,1052.12,1052.12,982.18,1930.96,0.451464,0.566704,0.898075,0.53203,0.88783,0.451464,0.566704,0.898075,0.53203,0.88783,3201.74,3200.48,3203.35,3203.29,3202.96,3201.74,3200.48,3203.35,3203.29,3202.96,54.9597,54.9597,54.9597,54.9597,109.919,54.9597,54.9597,54.9597,54.9597,109.919,1.38613,495.288,1.0978e+06,0.0705614,357.316,796849,0.940447,5642.68,5.80315e+06,1100,3199.55,495.288,1.0978e+06,357.316,796849,0.940447,5642.68,5.80315e+06,3.01164,
1200.00,15/04/1993,982.772,1052.7,1051.06,982.277,1931.18,982.772,1052.7,1051.06,982.277,1931.18,0.428947,0.531327,0.852519,0.510107,0.846385,0.428947,0.531327,0.852519,0.510107,0.846385,3201.54,3200.27,3203.14,3203.08,3202.76,3201.54,3200.27,3203.14,3203.08,3202.76,54.9597,54.9597,54.9597,54.9597,109.919,54.9597,54.9597,54.9597,54.9597,109.919,1.38621,470.406,1.14484e+06,0.0735663,339.346,830784,0.943442,5660.65,6.36922e+06,1200,3199.34,470.406,1.14484e+06,339.346,830784,0.943442,5660.65,6.36922e+06,3.28542,
1300.00,24/07/1993,982.889,1053.19,1050.22,982.348,1931.35,982.889,1053.19,1050.22,982.348,1931.35,0.408977,0.501492,0.812738,0.491229,0.809321,0.408977,0.501492,0.812738,0.491229,0.809321,3201.35,3200.08,3202.95,3202.89,3202.57,3201.35,3200.08,3202.95,3202.89,3202.57,54.9597,54.9597,54.9597,54.9597,109.919,54.9597,54.9597,54.9597,54.9597,109.919,1.38629,448.724,1.18971e+06,0.0764326,323.687,863152,0.946052,5676.31,6.93685e+06,1300,3199.16,448.724,1.18971e+06,323.687,863152,0.946052,5676.31,6.93685e+06,3.55921,
1400.00,01/11/1993,983.002,1053.64,1049.43,982.414,1931.51,983.002,1053.64,1049.43,982.414,1931.51,0.390991,0.475578,0.776288,0.474239,0.775778,0.390991,0.475578,0.776288,0.474239,0.775778,3201.16,3199.9,3202.76,3202.7,3202.38,3201.16,3199.9,3202.76,3202.7,3202.38,54.9597,54.9597,54.9597,54.9597,109.919,54.9597,54.9597,54.9597,54.9597,109.919,1.38636,429.235,1.23264e+06,0.0791742,309.612,894114,0.948398,5690.39,7.50589e+06,1400,3198.97,429.235,1.23264e+06,309.612,894114,0.948398,5690.39,7.50589e+06,3.83299,
1500.00,09/02/1994,983.002,1053.95,1049.28,982.332,1931.44,983.002,1053.95,1049.28,982.332,1931.44,0.374625,0.452607,0.744841,0.458597,0.745229,0.374625,0.452607,0.744841,0.458597,0.745229,3201.03,3199.76,3202.62,3202.57,3202.24,3201.03,3199.76,3202.62,3202.57,3202.24,54.9597,54.9597,54.9597,54.9597,109.919,54.9597,54.9597,54.9597,54.9597,109.919,1.38643,411.588,1.27379e+06,0.081803,296.869,923800,0.950522,5703.13,8.0762e+06,1500,3198.84,411.588,1.27379e+06,296.869,923800,0.950522,5703.13,8.0762e+06,4.10678,
